id,machine_type,facility_zone,shift,sensor_model,maintenance_strategy,load_pct,rpm,power_kw,voltage_v,power_factor,vibration_mm_s,oil_pressure_bar,coolant_temp_c,bearing_temp_c,operating_hours,days_since_maintenance,anomaly_count_7d,sensor_uptime_pct,machine_state
27068,turbine,processing,night,S3,predictive,66.47,4664.0,182.53,396.84,0.8901,2.46,5.589,83.15,91.88,5008.9,38.17,0,98.928,1
27069,turbine,cold_storage,night,S1,predictive,80.68,5425.7,223.39,388.91,0.8992,2.88,5.801,82.34,88.64,11855.6,35.34,1,98.67,2
27070,turbine,cold_storage,evening,S1,reactive,109.34,6401.3,413.49,390.02,0.8838,4.325,4.87,98.24,110.54,4023.5,129.88,1,98.9,3
27071,compressor,assembly,evening,S1,reactive,83.61,3162.7,131.05,412.75,0.881,2.772,6.084,95.24,106.04,17580.0,56.67,0,98.922,1
27072,pump,utilities,day,S2,predictive,65.9,2256.9,56.43,408.18,0.9126,2.211,5.425,85.04,93.61,20596.5,39.48,0,99.763,1
27073,mixer,processing,evening,S3,reactive,71.39,1412.8,99.77,361.41,0.7904,3.266,5.407,84.07,90.19,17463.2,135.53,2,98.835,2
27074,conveyor,processing,evening,S2,reactive,56.96,769.9,36.74,384.25,0.8374,4.816,4.259,84.73,96.33,32493.4,225.64,0,97.576,3
27075,turbine,utilities,night,S2,predictive,112.0,6341.7,368.12,406.23,0.899,2.723,15.064,116.91,127.96,5119.6,23.94,2,98.723,1
27076,mixer,utilities,day,S3,preventive,40.01,1196.5,59.45,426.02,0.881,2.969,5.304,70.42,81.4,15964.1,38.14,0,100.0,1
27077,compressor,processing,day,S3,predictive,75.32,2775.3,103.89,408.29,0.9672,2.945,6.657,87.16,96.83,9938.5,39.93,1,98.685,1
27078,conveyor,utilities,evening,S2,predictive,48.02,916.4,41.69,406.1,0.9336,2.872,4.728,82.91,94.79,21915.5,38.2,2,99.299,2
27079,conveyor,packaging,evening,S3,preventive,24.24,610.8,18.01,414.86,0.8968,3.088,5.007,66.73,77.6,19360.3,68.76,1,99.651,1
27080,compressor,assembly,night,S2,preventive,58.71,2823.1,87.45,406.89,0.9501,2.584,6.064,75.74,82.49,21264.2,81.51,0,98.738,1
27081,mixer,processing,night,S2,preventive,86.87,1690.5,125.62,403.87,0.929,2.506,4.996,86.78,98.14,3687.0,60.46,1,99.716,2
27082,turbine,packaging,evening,S2,preventive,67.74,5298.6,186.33,399.05,0.9264,1.424,6.113,88.24,98.84,11515.5,22.49,0,97.841,1
27083,pump,assembly,day,S2,preventive,75.45,2244.4,62.76,403.95,,2.153,4.883,81.2,88.69,19508.8,56.09,1,100.0,1
27084,compressor,processing,evening,S3,reactive,63.9,3165.2,108.98,399.41,0.8351,4.137,4.205,79.31,92.43,7574.0,159.87,1,99.916,2
27085,pump,utilities,night,S3,predictive,81.0,2552.8,61.28,410.01,0.8935,2.359,5.144,85.4,94.52,23697.6,34.95,0,99.316,1
27086,compressor,packaging,day,S2,predictive,70.25,2796.8,97.41,407.69,0.8704,3.155,5.028,84.34,89.89,22727.6,140.7,1,98.703,1
27087,conveyor,cold_storage,evening,S1,predictive,46.06,823.4,34.7,388.9,0.9237,2.829,4.826,75.45,79.68,13276.2,82.42,2,99.254,1
27088,compressor,assembly,evening,S2,predictive,67.29,2943.7,92.86,403.36,0.8881,2.045,5.792,83.94,86.51,4480.2,11.03,0,98.605,1
27089,pump,processing,night,S2,preventive,77.07,2277.9,60.43,358.72,0.8864,2.844,5.187,87.52,99.78,24804.7,83.05,1,98.984,3
27090,compressor,packaging,night,S2,preventive,80.85,3338.3,138.02,386.67,0.92,3.212,5.54,91.6,95.54,9135.4,64.14,1,98.525,2
27091,pump,assembly,day,S2,preventive,65.52,2366.9,60.02,407.49,0.8735,2.533,5.265,78.9,88.14,13810.0,17.85,2,99.428,1
27092,turbine,assembly,night,S1,reactive,53.86,4401.8,166.49,409.56,0.8955,2.567,6.701,83.81,93.41,22205.9,6.61,1,98.622,1
27093,compressor,packaging,night,S3,predictive,76.5,3169.8,115.94,398.26,0.9344,2.453,6.408,80.37,89.59,7286.6,9.5,0,98.899,1
27094,compressor,packaging,night,S1,preventive,69.19,3194.0,115.39,402.69,0.9451,2.889,5.709,83.64,94.37,40257.1,46.68,0,99.129,2
27095,pump,packaging,day,S1,preventive,47.0,1794.6,35.31,387.68,,1.524,5.759,73.72,78.44,18308.1,26.52,1,97.544,1
27096,pump,processing,day,S4,preventive,58.78,2015.7,47.28,393.13,0.9354,2.742,5.616,76.35,88.6,21932.8,44.61,1,99.497,1
27097,mixer,cold_storage,day,S1,preventive,33.27,1138.6,52.46,397.94,0.913,2.851,5.024,74.62,79.72,29200.4,69.09,3,97.743,2
27098,turbine,processing,day,S4,predictive,81.94,5707.7,302.23,399.75,0.9182,3.932,4.873,84.61,98.4,38643.9,93.74,2,98.142,2
27099,compressor,processing,evening,S1,preventive,63.66,2640.6,78.6,390.02,0.9517,1.756,5.678,69.51,80.01,10803.5,36.01,0,99.435,1
27100,pump,assembly,day,S1,preventive,62.53,1923.1,50.04,401.45,0.9316,2.324,4.892,95.34,90.25,5377.6,63.4,4,97.964,1
27101,turbine,assembly,evening,S4,reactive,58.02,4197.6,160.71,400.11,0.9089,2.111,6.505,75.59,88.23,10893.6,41.85,0,100.0,1
27102,turbine,cold_storage,night,S2,predictive,73.04,4850.5,233.38,383.93,0.8613,2.669,6.38,86.57,98.2,6364.6,26.83,0,99.044,1
27103,mixer,packaging,evening,S1,preventive,64.81,1605.7,94.27,386.53,0.9304,1.372,5.402,86.02,89.79,9826.7,4.22,0,99.045,1
27104,pump,processing,evening,S3,reactive,78.45,2274.6,72.24,405.54,0.9453,2.371,5.32,86.23,94.9,12836.7,58.11,1,98.793,2
27105,conveyor,cold_storage,day,S4,predictive,80.01,1165.8,76.14,385.06,0.8795,2.946,5.2,85.56,99.01,11029.0,14.26,0,99.4,1
27106,conveyor,packaging,night,S4,preventive,43.67,790.8,31.6,385.04,0.9272,1.674,5.013,74.72,87.48,7840.7,17.31,0,98.539,1
27107,compressor,assembly,night,S3,preventive,70.66,3623.3,132.2,395.81,0.9314,2.596,5.135,91.93,101.49,8773.7,39.96,1,98.921,1
27108,pump,assembly,day,S4,preventive,74.15,2485.9,65.39,390.09,0.9042,2.734,5.344,88.91,100.56,2417.2,75.17,0,99.334,1
27109,compressor,processing,night,S4,predictive,71.56,3304.6,118.9,398.51,0.9415,1.587,6.274,86.3,90.62,7259.3,38.16,0,99.073,1
27110,mixer,cold_storage,evening,S2,predictive,80.93,1531.3,117.67,394.48,0.9407,2.22,5.373,105.4,110.49,6968.8,10.11,1,98.882,2
27111,conveyor,packaging,night,S1,preventive,64.6,877.9,47.32,398.33,0.908,2.348,4.732,78.65,89.28,23510.8,42.52,1,97.773,2
27112,turbine,processing,evening,S2,preventive,96.97,5266.1,322.26,389.45,0.9072,3.712,6.088,99.33,108.79,12532.3,39.21,2,97.542,2
27113,pump,packaging,day,S3,preventive,75.73,2479.7,63.96,400.4,0.9219,2.54,5.707,86.05,94.31,9450.8,72.64,1,98.747,2
27114,mixer,packaging,evening,S3,predictive,75.63,1755.3,137.97,396.78,0.9471,2.321,5.318,93.31,104.35,16866.0,30.94,0,98.645,1
27115,compressor,packaging,day,S2,preventive,64.85,2977.9,95.38,395.82,0.9038,2.872,6.016,88.04,96.21,33211.8,18.39,1,98.974,1
27116,conveyor,assembly,day,S1,predictive,67.08,1136.7,73.47,418.42,0.9496,3.529,4.268,83.94,96.02,39470.7,27.63,1,100.0,2
27117,turbine,assembly,evening,S3,reactive,65.32,5180.8,199.14,387.27,0.9584,1.584,6.536,79.77,91.77,25756.6,38.79,0,98.896,1
27118,conveyor,packaging,evening,S4,reactive,35.21,653.4,22.11,390.82,0.93,2.518,4.484,58.26,70.1,9839.5,9.6,0,99.547,1
27119,pump,packaging,night,S1,preventive,32.93,1591.1,27.98,405.6,0.9384,,5.064,78.91,85.01,14716.5,28.18,0,98.712,1
27120,compressor,assembly,day,S3,preventive,41.18,2638.3,61.36,399.73,0.9072,1.668,6.203,71.43,76.1,1883.3,65.42,0,99.192,1
27121,mixer,assembly,day,S3,reactive,92.49,1644.3,135.61,389.89,0.8833,3.038,5.169,83.72,95.69,16580.4,33.91,1,98.966,2
27122,compressor,assembly,evening,S1,reactive,78.45,3244.1,119.06,402.16,0.9417,1.759,5.952,92.82,104.84,23272.6,31.28,0,98.284,1
27123,pump,utilities,day,S3,reactive,74.01,2159.5,60.22,409.82,0.9177,2.188,4.842,92.6,101.2,18582.9,40.31,0,98.864,1
27124,conveyor,packaging,day,S2,reactive,61.48,885.7,46.84,404.46,0.9236,2.082,4.928,76.53,87.73,16633.6,38.87,0,99.061,1
27125,turbine,assembly,night,S2,preventive,49.18,4086.4,139.99,408.06,0.9088,2.546,6.261,74.3,82.01,8059.5,38.32,3,98.185,1
27126,conveyor,utilities,night,S1,preventive,61.02,1033.9,55.11,397.34,0.8738,2.926,4.892,83.37,93.62,14881.4,91.04,1,98.475,1
27127,pump,packaging,evening,S2,preventive,79.39,2229.8,65.89,403.03,0.9059,3.424,5.079,94.11,103.24,14065.0,48.09,0,98.807,3
27128,compressor,utilities,night,S4,predictive,62.19,2564.0,80.16,385.33,0.958,2.517,5.629,79.28,88.61,20365.6,17.76,0,99.239,1
27129,compressor,utilities,day,S2,reactive,94.79,3304.8,150.06,408.83,0.899,3.567,6.428,106.12,116.72,20578.1,95.03,2,98.419,2
27130,compressor,packaging,night,S2,predictive,75.23,3035.7,106.6,402.32,0.9405,2.399,5.974,80.31,85.31,9013.6,68.29,0,98.37,1
27131,compressor,utilities,night,S1,preventive,71.5,3117.4,116.93,405.84,0.9794,3.089,5.28,88.0,95.29,10632.7,46.94,0,99.044,1
27132,conveyor,utilities,evening,S2,preventive,45.05,892.9,34.46,410.57,0.9271,1.96,5.311,69.42,76.9,9053.4,2.9,3,99.125,1
27133,pump,processing,night,S3,preventive,84.35,2285.6,61.97,393.89,0.8606,2.649,4.652,89.56,95.63,10302.5,30.99,0,99.471,2
27134,conveyor,processing,day,S2,preventive,80.18,1068.3,70.78,385.82,0.9146,2.559,4.742,83.18,91.38,17589.3,21.59,0,99.461,1
27135,compressor,assembly,day,S1,reactive,69.12,2963.9,111.34,394.47,0.8973,2.719,5.25,86.82,98.78,7057.9,127.27,2,97.277,2
27136,pump,packaging,evening,S4,preventive,66.04,2030.2,55.67,384.53,0.9275,3.488,5.167,81.39,91.9,19084.6,47.12,2,99.857,2
27137,pump,packaging,day,S1,predictive,63.36,2042.2,47.83,396.62,0.8867,4.733,4.485,76.08,83.29,28472.5,31.39,0,98.897,1
27138,conveyor,cold_storage,day,S1,reactive,51.68,982.1,39.27,393.11,0.9204,4.322,4.463,72.86,85.87,12413.9,222.51,2,97.694,2
27139,turbine,utilities,night,S3,preventive,100.36,6674.1,358.37,393.6,0.8982,3.074,6.074,100.14,108.47,22246.1,58.36,0,98.513,2
27140,pump,utilities,night,S3,preventive,72.83,1844.0,55.37,419.13,0.9317,3.377,5.179,94.25,107.0,20616.4,104.09,1,99.222,2
27141,pump,assembly,day,S2,preventive,57.86,2018.0,46.22,406.1,0.8962,2.263,5.155,84.87,90.98,25972.7,7.14,0,98.143,1
27142,compressor,packaging,day,S3,preventive,87.79,3089.6,132.38,400.51,0.9301,2.702,6.07,92.14,101.77,6901.6,17.78,0,98.468,1
27143,pump,assembly,evening,S1,reactive,61.36,2233.5,49.11,389.95,0.9057,2.804,5.603,80.56,86.24,6706.8,77.4,0,98.606,1
27144,compressor,packaging,night,S3,predictive,62.06,2781.9,83.22,400.68,0.896,1.945,5.212,84.26,86.3,9186.2,36.38,1,98.91,1
27145,compressor,processing,night,S4,preventive,72.7,3112.6,107.47,388.17,0.8939,3.592,4.763,83.5,94.78,19566.4,41.81,1,99.712,2
27146,pump,assembly,evening,S3,predictive,73.01,2247.6,53.62,402.13,0.9324,1.963,4.782,87.26,93.19,18146.3,15.9,0,97.882,1
27147,compressor,processing,day,S2,predictive,72.26,3150.5,99.73,404.0,0.9431,2.953,5.628,90.96,97.77,19719.8,61.25,0,98.624,3
27148,conveyor,utilities,night,S1,predictive,66.99,985.3,60.87,388.49,0.9313,2.172,5.155,79.57,91.06,25867.1,18.12,0,97.192,1
27149,turbine,assembly,night,S2,predictive,74.62,5782.9,253.87,399.69,0.9317,2.678,5.985,104.91,103.13,16358.3,30.49,0,98.723,1
27150,turbine,cold_storage,day,S3,preventive,84.08,5039.0,235.36,390.17,0.9291,2.337,6.525,93.31,101.92,5968.3,35.18,0,98.751,1
27151,turbine,processing,night,S3,predictive,76.82,5241.9,236.82,379.39,0.9307,1.89,6.981,82.43,91.25,18320.0,11.82,0,98.711,1
27152,compressor,processing,day,S4,predictive,93.86,3470.0,152.83,393.97,0.8688,3.394,5.613,94.4,104.49,15113.0,27.03,0,98.269,1
27153,turbine,cold_storage,evening,S1,predictive,71.02,4911.8,227.92,398.73,0.9066,1.939,7.002,83.91,91.52,28346.7,10.55,0,98.27,1
27154,pump,cold_storage,day,S4,predictive,73.71,2294.4,63.99,403.21,0.9245,2.235,5.105,75.7,83.21,15182.5,45.22,1,100.0,1
27155,turbine,packaging,evening,S1,reactive,54.0,4162.7,179.66,417.27,0.9358,2.204,6.334,76.21,87.87,7529.8,82.41,2,98.065,1
27156,conveyor,packaging,evening,S1,preventive,42.35,935.0,36.37,411.1,0.8816,3.067,,70.22,79.0,23305.7,60.72,3,98.708,1
27157,pump,packaging,evening,S3,predictive,53.58,2048.7,40.41,409.98,0.9115,2.788,4.754,74.99,86.58,15168.5,34.31,0,99.301,1
27158,pump,processing,day,S2,predictive,67.96,2340.8,51.12,395.59,0.9317,2.149,5.16,84.99,88.4,8611.1,41.75,0,100.0,1
27159,compressor,processing,evening,S1,predictive,68.52,2927.5,92.78,407.61,0.9223,1.637,6.193,79.96,86.84,7873.5,19.46,0,99.394,1
27160,mixer,utilities,evening,S2,preventive,87.29,1729.6,116.59,399.69,0.9268,2.807,5.711,98.44,107.46,15875.0,38.47,0,98.856,1
27161,conveyor,utilities,evening,S2,preventive,61.73,992.0,48.95,399.81,0.9201,2.49,4.168,84.06,97.62,23188.2,18.78,2,98.155,2
27162,conveyor,processing,day,S1,predictive,78.68,1050.6,67.56,407.62,0.9639,3.045,4.343,90.79,100.53,11899.7,24.73,0,98.49,2
27163,turbine,processing,day,S2,predictive,76.78,5315.8,213.83,379.74,0.9775,1.677,6.379,83.99,97.21,3161.5,35.62,0,98.982,1
27164,pump,processing,day,S1,reactive,40.66,1924.8,35.92,407.24,0.891,3.226,4.384,68.01,77.54,30625.9,130.46,1,97.63,1
27165,turbine,utilities,night,S2,preventive,90.24,5558.6,322.06,414.17,0.9178,2.5,6.425,96.42,104.93,15798.4,35.77,0,99.688,2
27166,conveyor,packaging,evening,S2,reactive,27.88,765.2,23.56,393.45,0.9064,3.398,5.339,65.69,74.45,15347.0,141.37,0,99.339,1
27167,pump,processing,day,S3,predictive,65.26,2163.0,42.61,382.98,0.9459,2.055,5.55,81.52,88.64,14454.9,23.51,1,99.059,1
27168,conveyor,processing,day,S2,preventive,62.53,974.8,56.41,391.18,0.929,2.799,4.931,88.82,94.46,25182.0,24.32,0,97.982,2
27169,compressor,packaging,day,S2,predictive,63.89,2601.9,82.44,400.62,0.9604,1.414,6.457,79.34,88.97,7011.5,18.11,0,98.956,1
27170,pump,utilities,day,S4,preventive,68.56,2317.6,61.48,404.41,0.9009,3.081,5.112,86.94,97.92,10898.3,122.55,3,99.321,3
27171,mixer,assembly,evening,S1,predictive,70.18,1484.8,104.69,397.44,0.9093,2.823,5.058,77.75,89.38,15990.3,35.08,1,97.824,1
27172,pump,cold_storage,evening,S4,reactive,58.42,2264.4,49.62,397.5,0.9046,2.464,5.372,84.27,94.57,12043.1,38.46,1,99.832,1
27173,pump,cold_storage,night,S3,preventive,61.48,2277.7,50.26,385.66,0.9114,2.893,5.555,79.76,91.13,15944.9,48.62,2,99.732,2
27174,pump,packaging,evening,S1,preventive,82.34,2273.0,67.78,404.04,0.9073,2.584,4.684,89.08,103.05,17530.5,5.71,0,98.114,2
27175,conveyor,processing,evening,S3,reactive,77.94,1177.4,76.91,400.9,0.933,1.733,5.267,88.28,96.68,8095.5,30.29,1,99.336,1
27176,mixer,cold_storage,day,S4,predictive,74.31,1505.9,115.35,391.87,0.8989,2.03,5.905,77.49,84.48,15264.2,38.68,2,98.83,1
27177,turbine,processing,night,S2,reactive,64.65,4487.0,163.66,412.09,0.8604,2.147,6.432,81.69,89.2,11700.7,92.41,1,100.0,1
27178,conveyor,processing,night,S1,reactive,61.31,940.8,49.59,389.64,0.9042,2.95,5.112,86.66,98.54,27377.4,62.86,0,99.427,2
27179,compressor,packaging,evening,S1,reactive,77.69,3062.3,115.09,379.27,0.93,3.127,5.964,84.84,96.79,21403.7,98.13,0,99.048,1
27180,pump,packaging,night,S2,predictive,53.14,2147.7,41.47,409.02,0.9316,2.026,5.405,68.65,80.29,22215.8,11.3,0,98.749,1
27181,mixer,assembly,night,S3,reactive,79.15,1639.6,126.84,385.57,0.8395,2.6,4.495,78.99,87.32,16292.1,35.05,0,99.842,3
27182,mixer,packaging,day,S3,predictive,56.2,1432.9,85.48,400.68,0.9305,2.091,4.913,86.63,99.76,14367.0,32.26,0,99.103,1
27183,conveyor,cold_storage,day,S2,preventive,56.11,996.3,45.98,402.09,0.8391,2.59,4.921,75.97,88.7,8418.0,39.62,1,98.855,1
27184,mixer,packaging,day,S4,preventive,53.95,1473.5,74.04,404.03,0.9172,2.074,5.392,73.54,80.12,9856.5,42.75,0,99.082,1
27185,turbine,utilities,day,S4,preventive,83.86,5071.8,235.86,399.79,0.933,2.621,5.84,85.9,95.99,16428.8,48.69,1,98.321,1
27186,pump,cold_storage,day,S1,preventive,53.31,2190.7,46.54,383.09,0.9492,2.633,5.272,69.29,72.79,8704.3,76.36,0,98.025,1
27187,conveyor,processing,day,S2,preventive,72.67,1004.4,49.53,402.26,0.9399,2.897,4.952,88.87,97.23,9354.9,47.19,2,98.275,3
27188,conveyor,utilities,evening,S4,preventive,82.42,992.2,54.07,399.04,0.9427,2.009,4.676,93.17,100.17,8050.4,56.57,0,100.0,1
27189,pump,processing,evening,S3,preventive,99.22,2629.8,96.45,418.44,0.8845,3.329,4.41,101.3,109.93,14490.7,73.71,2,98.167,3
27190,conveyor,packaging,night,S1,predictive,32.04,760.6,29.47,405.27,0.9241,2.38,4.077,60.54,72.02,7601.0,18.52,0,98.077,1
27191,mixer,processing,night,S2,preventive,51.35,1246.9,65.33,400.98,0.9091,1.283,5.017,75.25,81.32,8820.9,17.28,0,97.94,1
27192,mixer,cold_storage,day,S3,predictive,87.64,1678.8,133.63,387.52,0.8816,3.441,3.467,88.75,96.17,9968.3,24.78,0,99.303,2
27193,turbine,utilities,day,S3,preventive,91.21,6210.6,350.01,397.25,0.9464,3.167,6.473,91.84,106.33,17176.2,69.1,1,98.763,2
27194,compressor,utilities,day,S2,predictive,69.25,2770.9,91.41,420.96,0.8855,2.51,5.768,86.29,96.13,14817.9,26.48,0,97.58,1
27195,mixer,processing,night,S3,preventive,100.71,1636.9,149.95,392.89,0.8969,3.546,5.138,102.87,115.91,10211.4,113.84,1,98.644,3
27196,pump,packaging,day,S2,predictive,68.09,2230.4,54.41,398.78,0.896,2.861,5.135,88.88,101.26,21087.6,67.39,1,98.394,2
27197,turbine,packaging,evening,S4,predictive,87.09,4795.2,249.87,389.9,0.9374,3.088,6.916,91.65,97.78,6962.4,33.84,1,99.078,2
27198,pump,packaging,day,S4,predictive,76.41,2059.6,54.34,403.07,0.9343,2.382,5.658,83.38,92.44,19680.3,30.05,1,99.542,1
27199,turbine,assembly,evening,S3,preventive,71.68,5600.0,292.03,396.37,0.9161,2.425,5.915,83.8,89.43,28164.8,43.21,1,98.339,1
27200,turbine,cold_storage,day,S3,predictive,72.79,4822.4,233.77,374.8,0.9416,1.934,6.572,78.89,92.45,9041.4,16.96,0,99.854,1
27201,turbine,assembly,day,S2,predictive,85.84,4954.9,218.27,390.23,0.8965,2.615,6.232,88.44,101.16,5806.9,40.29,0,98.252,1
27202,turbine,packaging,evening,S4,predictive,68.55,5194.2,223.99,408.1,0.9242,1.655,6.72,81.35,89.58,8902.1,6.72,0,99.567,1
27203,compressor,cold_storage,night,S2,preventive,75.59,3326.2,115.36,405.54,0.9221,3.455,5.809,84.0,95.27,15893.0,10.84,1,99.61,1
27204,compressor,assembly,day,S2,predictive,47.48,2421.9,63.32,399.91,0.8867,1.97,6.509,86.26,97.3,7487.5,57.02,1,98.371,1
27205,compressor,assembly,day,S4,predictive,66.14,3063.9,102.19,388.31,0.8919,3.096,5.309,81.59,88.98,17010.1,88.0,0,99.392,2
27206,pump,utilities,evening,S1,preventive,69.38,2076.3,57.48,386.86,0.9142,4.06,4.123,91.83,99.64,26472.1,93.94,0,97.898,2
27207,pump,processing,evening,S2,predictive,77.61,2255.1,70.65,406.18,0.9237,2.233,5.24,83.9,93.17,4379.9,56.42,1,98.667,1
27208,pump,packaging,night,S2,preventive,67.72,2084.9,49.33,395.34,0.9141,2.852,5.151,90.09,102.55,21018.4,15.26,1,97.853,2
27209,turbine,processing,night,S2,preventive,94.44,5329.6,289.47,410.14,0.9164,3.285,5.545,88.13,96.41,12290.2,25.04,1,99.328,2
27210,conveyor,assembly,night,S3,preventive,64.26,1092.9,58.17,399.51,0.9127,1.603,4.885,101.3,97.92,10086.3,21.2,3,100.0,1
27211,compressor,packaging,night,S1,reactive,94.83,3584.0,156.75,392.47,0.8627,3.187,5.538,105.02,116.0,14282.6,74.12,0,99.185,2
27212,mixer,packaging,day,S2,preventive,58.84,1198.5,78.38,416.63,0.9068,2.025,4.803,79.74,92.9,11132.2,68.39,0,98.877,1
27213,compressor,processing,day,S2,predictive,69.64,2741.2,94.18,396.11,0.9181,1.948,5.634,79.47,88.35,7032.9,29.39,0,99.338,1
27214,pump,assembly,evening,S2,preventive,45.25,1911.7,38.41,404.79,0.8864,3.423,4.996,70.7,87.81,7472.2,8.48,1,99.591,2
27215,conveyor,processing,day,S1,preventive,78.98,1046.7,70.62,412.04,0.9696,3.227,4.724,82.46,93.89,30382.4,11.32,0,98.372,2
27216,turbine,assembly,evening,S4,preventive,63.97,4900.7,211.5,402.99,0.9454,5.689,5.823,73.64,89.71,17139.0,39.02,1,99.098,3
27217,pump,assembly,evening,S1,preventive,97.78,2596.2,90.53,382.99,0.9663,4.01,5.487,94.22,107.16,24986.0,24.03,0,98.211,2
27218,compressor,utilities,evening,S2,preventive,92.12,3365.2,139.03,395.2,0.9099,2.196,5.298,85.72,97.05,12562.8,5.82,0,98.581,1
27219,pump,packaging,night,S2,preventive,58.4,1887.5,37.33,387.3,0.9694,1.766,6.163,64.47,69.98,6998.5,23.7,0,98.948,1
27220,pump,packaging,night,S2,predictive,68.81,2089.7,54.72,398.99,0.9667,2.279,5.454,71.58,85.04,17805.6,8.72,1,98.033,1
27221,compressor,packaging,evening,S1,preventive,60.33,2669.3,77.9,403.47,0.9253,1.937,5.977,85.35,94.15,6248.7,31.22,0,99.495,1
27222,mixer,processing,day,S4,preventive,77.29,1665.1,130.42,393.02,0.9158,2.879,5.383,79.78,88.91,12629.8,65.89,0,99.075,1
27223,compressor,packaging,evening,S2,predictive,66.33,3286.0,98.67,414.77,0.9488,2.474,5.32,76.47,84.41,23253.5,27.67,3,97.876,1
27224,conveyor,packaging,evening,S2,reactive,60.48,931.3,50.9,405.33,0.9259,2.773,,82.29,86.53,14091.1,54.5,1,98.177,2
27225,pump,assembly,night,S3,preventive,66.87,2154.2,53.39,387.54,0.9046,1.85,4.94,84.73,92.9,5912.6,52.58,0,99.442,1
27226,turbine,assembly,night,S3,reactive,87.5,5777.1,286.83,403.15,0.9267,3.063,5.844,89.19,100.66,7143.0,73.7,1,98.456,1
27227,conveyor,utilities,evening,S4,preventive,49.64,920.6,41.94,401.0,0.8695,3.094,4.315,86.01,98.7,9674.5,45.29,1,98.508,2
27228,pump,processing,night,S3,predictive,69.36,2256.1,51.61,401.96,0.9004,2.95,5.638,82.39,86.13,12239.6,43.38,0,100.0,1
27229,conveyor,utilities,day,S3,preventive,64.54,986.5,47.88,418.65,0.9216,2.803,4.83,86.69,102.26,22626.6,80.99,0,99.535,1
27230,mixer,cold_storage,evening,S2,reactive,66.59,1449.7,98.89,385.86,0.8226,1.792,5.349,70.12,84.37,8970.0,35.63,0,,2
27231,conveyor,cold_storage,day,S3,reactive,49.49,837.8,38.63,399.67,0.901,1.997,4.444,75.64,85.67,11408.6,38.16,0,100.0,1
27232,conveyor,processing,day,S2,predictive,64.36,1086.5,62.48,395.19,0.9337,3.561,4.55,86.54,98.26,9198.4,100.6,0,97.243,2
27233,conveyor,utilities,evening,S1,reactive,85.78,1269.7,88.13,398.5,0.9195,2.469,4.825,91.7,92.86,4932.8,67.17,0,98.057,1
27234,pump,processing,night,S3,preventive,76.08,2453.9,72.19,399.68,0.8857,2.256,6.136,92.82,102.84,26644.7,30.24,1,98.75,2
27235,conveyor,assembly,night,S2,reactive,62.05,875.8,45.43,408.08,0.9059,1.761,4.746,78.99,90.45,13314.0,49.01,0,98.926,2
27236,pump,cold_storage,day,S2,preventive,95.63,2610.9,82.38,397.01,0.9247,2.947,5.557,92.87,103.54,14515.4,23.29,0,99.208,1
27237,turbine,packaging,day,S2,reactive,86.92,5801.0,330.92,393.19,0.9125,2.903,6.905,88.11,94.44,15395.2,50.77,0,99.008,1
27238,pump,assembly,day,S3,predictive,58.69,1757.3,39.68,410.32,0.9427,1.918,5.179,79.9,90.43,19117.8,6.97,2,98.234,1
27239,pump,utilities,evening,S1,reactive,56.94,2058.0,43.94,412.98,0.9721,2.782,5.228,76.38,84.6,9346.8,84.71,0,99.313,1
27240,pump,packaging,day,S4,reactive,79.41,2481.6,70.86,396.03,0.8986,2.862,5.47,93.81,102.93,30534.9,34.15,1,99.448,2
27241,conveyor,packaging,day,S2,preventive,50.47,821.0,38.42,398.63,0.9425,2.27,5.013,73.7,83.34,8131.9,74.29,1,99.094,1
27242,compressor,processing,night,S1,preventive,70.09,3075.2,113.21,385.05,0.9593,2.709,5.992,91.08,96.99,10081.0,59.03,0,99.725,1
27243,conveyor,processing,day,S1,preventive,50.69,838.9,40.17,389.01,0.9095,3.217,4.602,85.94,99.8,16926.8,54.29,1,95.675,2
27244,turbine,processing,night,S3,predictive,75.7,5687.1,255.9,398.15,0.926,2.725,5.974,89.65,104.03,14534.5,56.35,0,97.818,1
